Transaction_ID,Date,Region,Product_Category,Product_Name,Units_Sold,Unit_Price,Sales_Target,Total_Sales,Cost,Profit,Target_Achieved
FF100234,2024-08-22,India,Characters,500 Diamonds,295,499,48927,147205,63494.868201079844,83710.13179892016,Yes
FF100235,2024-08-23,Indonesia,Characters,Dragon Skin,498,499,61094,248502,142405.86387787148,106096.13612212852,Yes
FF100236,2024-08-24,Brazil,Diamonds,Golden AK,419,499,121948,209081,112735.32723032929,96345.67276967071,Yes
FF100237,2024-08-25,Thailand,Elite Pass,500 Diamonds,129,299,74122,38571,16802.018556864583,21768.981443135417,No
FF100238,2024-08-26,Philippines,Characters,Dragon Skin,280,49,49493,13720,9524.018822581938,4195.981177418062,No
FF100239,2024-08-27,Indonesia,Skins,Elite Pass S2,313,49,112247,15337,7122.637247807645,8214.362752192355,No
FF100240,2024-08-28,Mexico,Diamonds,Shadow Bundle,100,299,93539,29900,12563.090595412334,17336.909404587666,No
FF100241,2024-08-29,India,Weapons,500 Diamonds,326,199,51707,64874,37526.638669342065,27347.361330657935,Yes
FF100242,2024-08-30,Thailand,Diamonds,500 Diamonds,297,99,88814,29403,18278.669072322766,11124.330927677234,No
FF100243,2024-08-31,India,Weapons,Golden AK,182,49,27296,8918,3653.9991955546443,5264.000804445355,No
FF100244,2024-09-01,Mexico,Diamonds,Elite Pass S1,174,99,45398,17226,10294.521013413503,6931.478986586497,No
FF100245,2024-09-02,India,Diamonds,Elite Pass S2,316,999,55842,315684,176684.4085703577,138999.5914296423,Yes
FF100246,2024-09-03,Brazil,Diamonds,Golden AK,364,999,33261,363636,156719.66243018614,206916.33756981386,Yes
FF100247,2024-09-04,Thailand,Weapons,Dragon Skin,188,299,96709,56212,25394.17365127267,30817.82634872733,No
FF100248,2024-09-05,Thailand,Weapons,Dragon Skin,57,999,115985,56943,32479.848123620868,24463.151876379132,No
FF100249,2024-09-06,Mexico,Diamonds,Dragon Skin,31,999,126616,30969,15140.969679867909,15828.030320132091,No
FF100250,2024-09-07,Philippines,Characters,1000 Diamonds,84,199,76704,16716,11391.86571604062,5324.13428395938,No
FF100251,2024-09-08,Brazil,Elite Pass,Dragon Skin,152,199,87173,30248,19528.77633843007,10719.22366156993,No
FF100252,2024-09-09,Indonesia,Elite Pass,Elite Pass S1,473,199,51781,94127,65424.869134253466,28702.130865746534,Yes
FF100253,2024-09-10,India,Elite Pass,Elite Pass S2,36,999,33652,35964,17187.24061560381,18776.75938439619,Yes
FF100254,2024-09-11,Vietnam,Weapons,M1014 Evo,213,299,25103,63687,44002.43670060142,19684.56329939858,Yes
FF100255,2024-09-12,India,Weapons,Shadow Bundle,414,499,45500,206586,109360.46406742763,97225.53593257237,Yes
FF100256,2024-09-13,India,Characters,Elite Pass S1,408,499,135332,203592,102662.41397265537,100929.58602734463,Yes
FF100257,2024-09-14,Indonesia,Elite Pass,Elite Pass S1,364,99,120336,36036,14958.718666160285,21077.281333839717,No
FF100258,2024-09-15,India,Elite Pass,1000 Diamonds,106,499,55529,52894,21994.889664767747,30899.110335232253,No
FF100259,2024-09-16,Brazil,Diamonds,M1014 Evo,414,499,133499,206586,125522.35119629867,81063.64880370133,Yes
FF100260,2024-09-17,Brazil,Weapons,M1014 Evo,342,199,38452,68058,36572.91945095732,31485.08054904268,Yes
FF100261,2024-09-18,Thailand,Elite Pass,Shadow Bundle,220,199,69393,43780,20487.135036358213,23292.864963641787,No
FF100262,2024-09-19,Mexico,Characters,Shadow Bundle,391,999,51174,390609,228190.29821501783,162418.70178498217,Yes
FF100263,2024-09-20,Philippines,Characters,M1014 Evo,163,99,84450,16137,7678.911436260613,8458.088563739388,No
FF100264,2024-09-21,Vietnam,Elite Pass,Dragon Skin,439,49,55436,21511,12332.031000310863,9178.968999689137,No
FF100265,2024-09-22,India,Weapons,Elite Pass S1,220,99,67406,21780,11059.0699527849,10720.9300472151,No
FF100266,2024-09-23,India,Characters,Golden AK,270,99,83059,26730,17296.065305200176,9433.934694799824,No
FF100267,2024-09-24,Indonesia,Diamonds,Shadow Bundle,120,299,35954,35880,23185.97347449361,12694.02652550639,No
FF100268,2024-09-25,Mexico,Characters,1000 Diamonds,394,999,102722,393606,213808.7942410098,179797.2057589902,Yes
FF100269,2024-09-26,Brazil,Skins,1000 Diamonds,336,299,139747,100464,50759.0073000699,49704.9926999301,No
FF100270,2024-09-27,Vietnam,Skins,Shadow Bundle,400,99,32356,39600,20147.21038312204,19452.78961687796,Yes
FF100271,2024-09-28,Thailand,Weapons,M1014 Evo,182,99,148128,18018,11562.409297046985,6455.590702953015,No
FF100272,2024-09-29,Brazil,Elite Pass,Elite Pass S2,479,99,118499,47421,23637.179776123667,23783.820223876333,No
FF100273,2024-09-30,Mexico,Weapons,Golden AK,106,499,22187,52894,24474.995953854974,28419.004046145026,Yes
FF100274,2024-10-01,Philippines,Weapons,Golden AK,217,299,97243,64883,27601.65010576866,37281.349894231345,No
FF100275,2024-10-02,Thailand,Weapons,Shadow Bundle,205,99,55098,20295,10959.46106650472,9335.53893349528,No
FF100276,2024-10-03,Philippines,Weapons,Dragon Skin,70,199,112471,13930,7586.83004138602,6343.16995861398,No
FF100277,2024-10-04,Indonesia,Diamonds,Elite Pass S2,44,999,41225,43956,28671.294982341053,15284.705017658947,Yes
FF100278,2024-10-05,Indonesia,Diamonds,Golden AK,329,999,23606,328671,153282.82307988728,175388.17692011272,Yes
FF100279,2024-10-06,India,Characters,Shadow Bundle,301,199,148664,59899,30805.898890439046,29093.101109560954,No
FF100280,2024-10-07,Philippines,Skins,1000 Diamonds,228,999,77620,227772,146348.45758778814,81423.54241221186,Yes
FF100281,2024-10-08,Mexico,Weapons,Golden AK,184,499,52828,91816,59412.94763335832,32403.052366641678,Yes
FF100282,2024-10-09,Vietnam,Characters,500 Diamonds,107,499,146270,53393,27517.861753920308,25875.138246079692,No
FF100283,2024-10-10,Thailand,Skins,Elite Pass S2,84,49,46489,4116,2213.3263439543935,1902.6736560456065,No
FF100284,2024-10-11,Brazil,Elite Pass,Elite Pass S2,338,49,34387,16562,8131.706277273747,8430.293722726252,No
FF100285,2024-10-12,Mexico,Diamonds,500 Diamonds,250,49,89463,12250,8327.139178190972,3922.8608218090285,No
FF100286,2024-10-13,Mexico,Skins,Elite Pass S1,363,999,91832,362637,157962.18578316885,204674.81421683115,Yes
FF100287,2024-10-14,Indonesia,Elite Pass,1000 Diamonds,441,499,115980,220059,149667.58928288415,70391.41071711585,Yes
FF100288,2024-10-15,Philippines,Skins,500 Diamonds,21,499,131926,10479,6341.470964634768,4137.529035365232,No
FF100289,2024-10-16,India,Diamonds,M1014 Evo,196,499,132429,97804,54718.56484641192,43085.43515358808,No
FF100290,2024-10-17,India,Diamonds,M1014 Evo,178,199,22591,35422,14515.854775332524,20906.145224667474,Yes
FF100291,2024-10-18,Thailand,Characters,Shadow Bundle,417,499,143446,208083,112922.24471486968,95160.75528513032,Yes
FF100292,2024-10-19,Indonesia,Weapons,Elite Pass S2,475,199,130431,94525,49372.71688761497,45152.28311238503,No
FF100293,2024-10-20,Mexico,Skins,Elite Pass S1,7,49,68516,343,153.7894157522401,189.2105842477599,No
FF100294,2024-10-21,Vietnam,Skins,Elite Pass S1,70,49,111683,3430,2047.445482002176,1382.554517997824,No
FF100295,2024-10-22,Indonesia,Elite Pass,Golden AK,127,999,82061,126873,87713.04872116096,39159.95127883904,Yes
FF100296,2024-10-23,Thailand,Diamonds,Golden AK,399,49,124425,19551,11117.806033536759,8433.193966463241,No
FF100297,2024-10-24,Thailand,Skins,500 Diamonds,466,999,86736,465534,286036.18553881673,179497.81446118327,Yes
FF100298,2024-10-25,Indonesia,Diamonds,Elite Pass S1,160,99,101257,15840,6661.276550593712,9178.723449406287,No
FF100299,2024-10-26,Thailand,Skins,500 Diamonds,248,99,81753,24552,12897.168024389657,11654.831975610343,No
FF100300,2024-10-27,Indonesia,Characters,1000 Diamonds,203,299,104774,60697,26397.583292208823,34299.41670779118,No
FF100301,2024-10-28,Brazil,Weapons,500 Diamonds,148,999,31087,147852,86321.72696272325,61530.273037276755,Yes
FF100302,2024-10-29,Indonesia,Skins,Golden AK,472,299,50816,141128,96185.03300733416,44942.96699266584,Yes
FF100303,2024-10-30,Philippines,Diamonds,Elite Pass S2,143,299,43408,42757,25591.48915218695,17165.51084781305,No
FF100304,2024-10-31,Indonesia,Characters,500 Diamonds,432,99,144116,42768,18092.613831093353,24675.386168906647,No
FF100305,2024-11-01,Thailand,Skins,Dragon Skin,199,999,125276,198801,100672.79886517183,98128.20113482817,Yes
FF100306,2024-11-02,Philippines,Elite Pass,Elite Pass S2,405,99,20136,40095,22661.654459604284,17433.345540395716,Yes
FF100307,2024-11-03,Thailand,Weapons,Elite Pass S1,426,299,37413,127374,66357.05541891506,61016.94458108494,Yes
FF100308,2024-11-04,India,Skins,Elite Pass S1,154,999,133650,153846,100014.238930669,53831.761069331,Yes
FF100309,2024-11-05,India,Characters,500 Diamonds,492,299,79500,147108,94796.58664826312,52311.413351736875,Yes
FF100310,2024-11-06,Philippines,Elite Pass,Elite Pass S2,376,499,104514,187624,109487.85499475405,78136.14500524595,Yes
FF100311,2024-11-07,Brazil,Characters,Golden AK,384,999,76358,383616,196425.73292400833,187190.26707599167,Yes
FF100312,2024-11-08,India,Characters,Golden AK,142,999,86197,141858,67609.6521927919,74248.3478072081,Yes
FF100313,2024-11-09,Indonesia,Elite Pass,M1014 Evo,313,299,120776,93587,40407.33794558364,53179.66205441636,No
FF100314,2024-11-10,Thailand,Characters,Elite Pass S1,165,499,112789,82335,41700.150230959625,40634.849769040375,No
FF100315,2024-11-11,India,Elite Pass,Shadow Bundle,314,199,112420,62486,32739.64937307247,29746.35062692753,No
FF100316,2024-11-12,India,Skins,M1014 Evo,21,99,52854,2079,1253.1107583874107,825.8892416125893,No
FF100317,2024-11-13,Brazil,Elite Pass,Golden AK,82,299,96240,24518,14648.22877163837,9869.77122836163,No
FF100318,2024-11-14,Philippines,Elite Pass,Elite Pass S2,69,999,124523,68931,29022.187252083444,39908.812747916556,No
FF100319,2024-11-15,Philippines,Weapons,1000 Diamonds,131,99,149494,12969,6725.435418548005,6243.564581451995,No
FF100320,2024-11-16,Mexico,Elite Pass,Golden AK,87,99,110063,8613,3914.8984150029414,4698.101584997059,No
FF100321,2024-11-17,Brazil,Elite Pass,Elite Pass S2,218,99,36322,21582,9648.09954184419,11933.90045815581,No
FF100322,2024-11-18,Indonesia,Skins,M1014 Evo,421,199,133053,83779,54304.76404085101,29474.235959148988,No
FF100323,2024-11-19,Philippines,Weapons,Elite Pass S1,472,49,26968,23128,9542.024539664082,13585.975460335918,No
FF100324,2024-11-20,Thailand,Diamonds,Golden AK,305,299,47518,91195,47946.21471036819,43248.78528963181,Yes
FF100325,2024-11-21,Brazil,Skins,500 Diamonds,403,49,71925,19747,8895.25527712643,10851.74472287357,No
FF100326,2024-11-22,India,Skins,Elite Pass S2,371,49,79848,18179,12067.203197245692,6111.796802754308,No
FF100327,2024-11-23,Thailand,Diamonds,Elite Pass S1,345,49,131900,16905,9587.030963074341,7317.969036925659,No
FF100328,2024-11-24,Thailand,Elite Pass,1000 Diamonds,341,99,113422,33759,15846.953671033803,17912.046328966197,No
FF100329,2024-11-25,India,Characters,1000 Diamonds,384,499,21700,191616,105528.33211730172,86087.66788269828,Yes
FF100330,2024-11-26,Brazil,Weapons,Shadow Bundle,396,99,113782,39204,24284.75737374028,14919.242626259718,No
FF100331,2024-11-27,India,Characters,Elite Pass S2,445,99,121004,44055,30284.966664883694,13770.033335116306,No
FF100332,2024-11-28,Mexico,Diamonds,M1014 Evo,425,999,43199,424575,197908.75867574962,226666.24132425038,Yes
FF100333,2024-11-29,Thailand,Skins,Shadow Bundle,161,999,64589,160839,107095.3770142535,53743.62298574649,Yes
FF100334,2024-11-30,Vietnam,Skins,Shadow Bundle,178,49,52115,8722,5933.500145130654,2788.4998548693457,No
FF100335,2024-12-01,Vietnam,Weapons,Dragon Skin,117,99,81934,11583,7817.669750194476,3765.3302498055236,No
FF100336,2024-12-02,Indonesia,Skins,Golden AK,196,49,136335,9604,5672.355844990535,3931.644155009465,No
FF100337,2024-12-03,Philippines,Skins,Elite Pass S2,383,999,140726,382617,225340.82680135337,157276.17319864663,Yes
FF100338,2024-12-04,India,Weapons,Shadow Bundle,490,499,74316,244510,127380.70957593294,117129.29042406706,Yes
FF100339,2024-12-05,India,Weapons,Dragon Skin,327,299,25520,97773,61178.45944394647,36594.54055605353,Yes
FF100340,2024-12-06,Indonesia,Diamonds,M1014 Evo,86,49,129814,4214,2357.261897999248,1856.738102000752,No
FF100341,2024-12-07,Indonesia,Skins,Elite Pass S1,289,499,56455,144211,86992.60650697106,57218.39349302894,Yes
FF100342,2024-12-08,Indonesia,Skins,500 Diamonds,81,299,135284,24219,12800.646591994193,11418.353408005807,No
FF100343,2024-12-09,Thailand,Diamonds,500 Diamonds,152,199,106465,30248,18737.09151331306,11510.908486686942,No
FF100344,2024-12-10,Mexico,Elite Pass,Elite Pass S2,61,49,143364,2989,1934.903609835999,1054.096390164001,No
FF100345,2024-12-11,India,Elite Pass,Shadow Bundle,61,49,61605,2989,1326.909391295745,1662.090608704255,No
FF100346,2024-12-12,Thailand,Elite Pass,500 Diamonds,354,199,34955,70446,45781.370023002615,24664.629976997385,Yes
FF100347,2024-12-13,Indonesia,Diamonds,Golden AK,28,199,64049,5572,3131.9596825406775,2440.0403174593225,No
FF100348,2024-12-14,India,Skins,500 Diamonds,442,49,33917,21658,14151.332277722824,7506.667722277176,No
FF100349,2024-12-15,Thailand,Diamonds,500 Diamonds,43,199,90293,8557,4529.994610348018,4027.005389651982,No
FF100350,2024-12-16,Mexico,Diamonds,500 Diamonds,169,99,98581,16731,8594.917908283069,8136.082091716931,No
FF100351,2024-12-17,Thailand,Elite Pass,1000 Diamonds,423,299,139072,126477,85311.04087997421,41165.959120025786,No
FF100352,2024-12-18,Mexico,Characters,Dragon Skin,86,299,84925,25714,12223.169963721877,13490.830036278123,No
FF100353,2024-12-19,Indonesia,Skins,Shadow Bundle,177,299,127216,52923,34572.67466733557,18350.325332664434,No
FF100354,2024-12-20,Mexico,Elite Pass,Golden AK,17,99,90269,1683,917.581987059998,765.418012940002,No
FF100355,2024-12-21,India,Characters,Shadow Bundle,98,199,50954,19502,10808.5667961904,8693.4332038096,No
FF100356,2024-12-22,Indonesia,Characters,1000 Diamonds,454,499,116671,226546,111583.076589495,114962.923410505,Yes
FF100357,2024-12-23,India,Weapons,Elite Pass S2,494,199,92617,98306,56222.44597221589,42083.55402778411,Yes
FF100358,2024-12-24,Vietnam,Skins,Elite Pass S2,198,49,61458,9702,4827.359707881541,4874.640292118459,No
FF100359,2024-12-25,Brazil,Characters,Elite Pass S2,98,999,109037,97902,40314.16625792588,57587.83374207412,No
FF100360,2024-12-26,Mexico,Elite Pass,M1014 Evo,65,299,41113,19435,9359.887868460268,10075.112131539732,No
FF100361,2024-12-27,Brazil,Weapons,500 Diamonds,330,199,119977,65670,26393.673534153244,39276.32646584675,No
FF100362,2024-12-28,Brazil,Skins,M1014 Evo,341,499,132622,170159,118006.36166324228,52152.63833675772,Yes
FF100363,2024-12-29,Mexico,Diamonds,Dragon Skin,5,49,145947,245,168.98241992175144,76.01758007824856,No
FF100364,2024-12-30,Indonesia,Elite Pass,Elite Pass S2,2,99,110226,198,102.67222466985491,95.32777533014509,No
FF100365,2024-12-31,Vietnam,Characters,1000 Diamonds,22,99,63939,2178,1347.1175162255245,830.8824837744755,No
FF100366,2025-01-01,India,Characters,Golden AK,112,499,49345,55888,28153.12336838855,27734.87663161145,Yes
FF100367,2025-01-02,Thailand,Elite Pass,Shadow Bundle,57,49,144616,2793,1679.5089563223394,1113.4910436776606,No
FF100368,2025-01-03,India,Characters,500 Diamonds,66,299,66313,19734,12661.906940840805,7072.093059159195,No
FF100369,2025-01-04,Thailand,Weapons,Elite Pass S1,330,199,130107,65670,44920.04477668183,20749.955223318168,No
FF100370,2025-01-05,India,Skins,Golden AK,98,49,141866,4802,2497.3458045890375,2304.6541954109625,No
FF100371,2025-01-06,Mexico,Weapons,500 Diamonds,144,99,112365,14256,9052.408813506425,5203.591186493575,No
FF100372,2025-01-07,Vietnam,Characters,M1014 Evo,368,499,120598,183632,88102.69197394318,95529.30802605682,Yes
FF100373,2025-01-08,Thailand,Diamonds,M1014 Evo,435,499,89166,217065,151315.94445689046,65749.05554310954,Yes
FF100374,2025-01-09,Philippines,Skins,Golden AK,125,199,67861,24875,10142.305630778972,14732.694369221028,No
FF100375,2025-01-10,Indonesia,Skins,M1014 Evo,167,499,117406,83333,48421.35980964737,34911.64019035263,No
FF100376,2025-01-11,India,Elite Pass,Elite Pass S2,86,499,69298,42914,25656.21190897551,17257.78809102449,No
FF100377,2025-01-12,India,Elite Pass,Dragon Skin,76,49,67221,3724,2258.284496363217,1465.715503636783,No
FF100378,2025-01-13,Thailand,Diamonds,Shadow Bundle,344,299,64942,102856,44857.17544117916,57998.82455882084,Yes
FF100379,2025-01-14,Indonesia,Skins,Dragon Skin,495,199,23453,98505,67136.96289630621,31368.037103693787,Yes
FF100380,2025-01-15,Indonesia,Diamonds,500 Diamonds,424,49,122811,20776,9439.679141663357,11336.320858336643,No
FF100381,2025-01-16,Mexico,Elite Pass,Shadow Bundle,294,299,74935,87906,51585.52819956043,36320.47180043957,Yes
FF100382,2025-01-17,Philippines,Elite Pass,1000 Diamonds,444,49,142439,21756,10155.762233220552,11600.237766779448,No
FF100383,2025-01-18,Mexico,Skins,Shadow Bundle,59,999,63370,58941,29008.692850695217,29932.307149304783,No
FF100384,2025-01-19,Mexico,Weapons,Dragon Skin,138,49,123932,6762,3813.345797749673,2948.654202250327,No
FF100385,2025-01-20,Mexico,Characters,Golden AK,99,499,28328,49401,25943.331621152593,23457.668378847407,Yes
FF100386,2025-01-21,Mexico,Elite Pass,Shadow Bundle,192,299,35534,57408,25722.669390257783,31685.330609742217,Yes
FF100387,2025-01-22,Mexico,Elite Pass,1000 Diamonds,243,199,105280,48357,21822.59148355949,26534.40851644051,No
FF100388,2025-01-23,Vietnam,Weapons,1000 Diamonds,319,199,104925,63481,33355.6747892088,30125.325210791198,No
FF100389,2025-01-24,Indonesia,Weapons,1000 Diamonds,49,299,56320,14651,9188.885874414307,5462.114125585693,No
FF100390,2025-01-25,Mexico,Diamonds,Dragon Skin,448,499,69170,223552,149643.33781963502,73908.66218036498,Yes
FF100391,2025-01-26,Indonesia,Diamonds,Shadow Bundle,32,99,120546,3168,1347.1549302113176,1820.8450697886824,No
FF100392,2025-01-27,Indonesia,Characters,Elite Pass S1,391,49,100201,19159,9923.043329479171,9235.956670520829,No
FF100393,2025-01-28,Brazil,Characters,Golden AK,277,499,148935,138223,59446.072766340156,78776.92723365984,No
FF100394,2025-01-29,Vietnam,Skins,Elite Pass S2,20,999,141006,19980,8091.455328911792,11888.544671088208,No
FF100395,2025-01-30,Mexico,Diamonds,Shadow Bundle,154,299,123401,46046,27559.24953830709,18486.75046169291,No
FF100396,2025-01-31,India,Elite Pass,1000 Diamonds,383,49,28640,18767,10898.650603216087,7868.349396783913,No
FF100397,2025-02-01,Thailand,Diamonds,Elite Pass S1,68,199,120252,13532,6074.592394442912,7457.407605557088,No
FF100398,2025-02-02,Philippines,Elite Pass,Elite Pass S2,366,99,111057,36234,17035.192258288225,19198.807741711775,No
FF100399,2025-02-03,India,Weapons,Elite Pass S2,372,999,50049,371628,151294.33952142153,220333.66047857847,Yes
FF100400,2025-02-04,Vietnam,Diamonds,500 Diamonds,214,199,25618,42586,27701.51851051056,14884.48148948944,Yes
FF100401,2025-02-05,Thailand,Weapons,Shadow Bundle,143,299,122540,42757,29605.253744574373,13151.746255425627,No
FF100402,2025-02-06,Vietnam,Characters,Dragon Skin,376,49,76053,18424,8118.311951771615,10305.688048228385,No
FF100403,2025-02-07,Indonesia,Characters,Shadow Bundle,232,299,21920,69368,32564.291788541363,36803.70821145864,Yes
FF100404,2025-02-08,Thailand,Skins,Elite Pass S1,213,49,63937,10437,6893.877060430245,3543.1229395697546,No
FF100405,2025-02-09,Indonesia,Diamonds,Elite Pass S2,79,499,89724,39421,26725.038813769228,12695.961186230772,No
FF100406,2025-02-10,India,Weapons,Shadow Bundle,214,99,32207,21186,11141.467719643524,10044.532280356476,No
FF100407,2025-02-11,India,Elite Pass,Dragon Skin,116,499,85774,57884,24032.669355446928,33851.330644553076,No
FF100408,2025-02-12,Thailand,Characters,500 Diamonds,92,499,52972,45908,18905.720090350987,27002.279909649013,No
FF100409,2025-02-13,Thailand,Characters,Shadow Bundle,270,299,30799,80730,46192.491806325364,34537.508193674636,Yes
FF100410,2025-02-14,Mexico,Elite Pass,Golden AK,411,99,91088,40689,21071.55272572637,19617.44727427363,No
FF100411,2025-02-15,Vietnam,Weapons,500 Diamonds,381,49,48916,18669,7628.07365113417,11040.926348865829,No
FF100412,2025-02-16,Mexico,Weapons,Dragon Skin,489,49,90463,23961,13776.993171660351,10184.006828339649,No
FF100413,2025-02-17,Vietnam,Diamonds,Elite Pass S1,168,999,113500,167832,67701.87819624266,100130.12180375734,Yes
FF100414,2025-02-18,Mexico,Diamonds,Elite Pass S2,58,199,96700,11542,7343.154142287673,4198.845857712327,No
FF100415,2025-02-19,Indonesia,Skins,Shadow Bundle,284,999,57158,283716,139568.36841783294,144147.63158216706,Yes
FF100416,2025-02-20,Thailand,Characters,Dragon Skin,26,999,104607,25974,10703.29841104854,15270.70158895146,No
FF100417,2025-02-21,India,Diamonds,500 Diamonds,369,49,139639,18081,10423.798952278918,7657.201047721082,No
FF100418,2025-02-22,Vietnam,Weapons,Golden AK,447,299,133945,133653,69406.71451266631,64246.28548733369,No
FF100419,2025-02-23,Vietnam,Elite Pass,Dragon Skin,66,499,91696,32934,22794.942844051304,10139.057155948696,No
FF100420,2025-02-24,India,Weapons,M1014 Evo,409,499,81510,204091,114956.21476871292,89134.78523128708,Yes
FF100421,2025-02-25,Mexico,Characters,1000 Diamonds,248,499,140076,123752,59719.21973950756,64032.78026049244,No
FF100422,2025-02-26,Vietnam,Weapons,Golden AK,254,99,78692,25146,15410.264907025778,9735.735092974222,No
FF100423,2025-02-27,Philippines,Skins,500 Diamonds,387,49,81744,18963,9129.69085326523,9833.30914673477,No
FF100424,2025-02-28,Indonesia,Characters,Elite Pass S1,456,299,35810,136344,91524.04419710192,44819.95580289808,Yes
FF100425,2025-03-01,Thailand,Elite Pass,Elite Pass S2,44,99,25126,4356,2232.0866710590394,2123.9133289409606,No
FF100426,2025-03-02,India,Skins,500 Diamonds,97,199,50009,19303,10905.433860180729,8397.566139819271,No
FF100427,2025-03-03,Thailand,Characters,1000 Diamonds,42,299,119120,12558,5213.7291113474,7344.2708886526,No
FF100428,2025-03-04,Philippines,Elite Pass,Elite Pass S1,227,999,131718,226773,119699.03744824236,107073.96255175764,Yes
FF100429,2025-03-05,Vietnam,Skins,Shadow Bundle,262,299,110932,78338,50896.908490988906,27441.091509011094,No
FF100430,2025-03-06,Vietnam,Skins,Dragon Skin,167,299,20192,49933,32041.738539462327,17891.261460537673,Yes
FF100431,2025-03-07,Philippines,Characters,M1014 Evo,436,499,136464,217564,101666.69288152258,115897.30711847742,Yes
FF100432,2025-03-08,India,Diamonds,Golden AK,279,299,56413,83421,39026.322654831645,44394.677345168355,Yes
FF100433,2025-03-09,Indonesia,Skins,Golden AK,89,999,32816,88911,57364.62978425732,31546.37021574268,Yes
FF100434,2025-03-10,Brazil,Skins,Dragon Skin,379,999,59082,378621,257128.91407287904,121492.08592712096,Yes
FF100435,2025-03-11,India,Elite Pass,M1014 Evo,178,49,85048,8722,3738.3213866029414,4983.678613397058,No
FF100436,2025-03-12,Brazil,Weapons,Dragon Skin,427,299,143130,127673,68307.30100143934,59365.69899856066,No
FF100437,2025-03-13,Philippines,Characters,Shadow Bundle,403,499,70940,201097,100797.11294106086,100299.88705893914,Yes
FF100438,2025-03-14,Mexico,Characters,1000 Diamonds,197,299,52130,58903,38947.04862754286,19955.951372457137,Yes
FF100439,2025-03-15,Brazil,Diamonds,Elite Pass S1,307,199,60142,61093,25968.03628376392,35124.96371623608,Yes
FF100440,2025-03-16,Indonesia,Diamonds,500 Diamonds,267,199,149564,53133,24618.526411780862,28514.473588219138,No
FF100441,2025-03-17,Mexico,Characters,Golden AK,268,499,56468,133732,83681.52871663512,50050.47128336488,Yes
FF100442,2025-03-18,Brazil,Diamonds,Shadow Bundle,74,49,50698,3626,1506.1974489217664,2119.8025510782336,No
FF100443,2025-03-19,Philippines,Elite Pass,Elite Pass S1,8,49,30655,392,214.72216077200042,177.27783922799958,No
FF100444,2025-03-20,Mexico,Characters,Shadow Bundle,408,999,67897,407592,217096.58714375293,190495.41285624707,Yes
FF100445,2025-03-21,Philippines,Diamonds,M1014 Evo,476,999,50075,475524,237914.33587123375,237609.66412876625,Yes
FF100446,2025-03-22,Brazil,Characters,Golden AK,297,99,29359,29403,15241.682936196694,14161.317063803306,Yes
FF100447,2025-03-23,Philippines,Weapons,500 Diamonds,164,499,149048,81836,45744.86536160676,36091.13463839324,No
FF100448,2025-03-24,Indonesia,Skins,Dragon Skin,485,299,122197,145015,65026.206243007415,79988.79375699259,Yes
FF100449,2025-03-25,Brazil,Characters,Dragon Skin,85,499,125115,42415,24244.36155321958,18170.63844678042,No
FF100450,2025-03-26,Brazil,Skins,Elite Pass S1,72,99,62056,7128,4573.53649297509,2554.4635070249096,No
FF100451,2025-03-27,Brazil,Diamonds,500 Diamonds,55,999,71831,54945,34508.11268619608,20436.88731380392,No
FF100452,2025-03-28,India,Skins,1000 Diamonds,393,499,79191,196107,87497.05458293456,108609.94541706544,Yes
FF100453,2025-03-29,India,Characters,Elite Pass S2,47,499,138592,23453,10431.304344154036,13021.695655845964,No
FF100454,2025-03-30,India,Weapons,M1014 Evo,399,999,141948,398601,191508.77134724706,207092.22865275294,Yes
FF100455,2025-03-31,Indonesia,Diamonds,Elite Pass S1,432,99,53272,42768,21739.933168846044,21028.066831153956,No
FF100456,2025-04-01,Mexico,Characters,Elite Pass S2,238,999,128117,237762,124239.3647840531,113522.6352159469,Yes
FF100457,2025-04-02,Philippines,Diamonds,Shadow Bundle,104,49,34671,5096,3077.5211050948183,2018.4788949051817,No
FF100458,2025-04-03,Vietnam,Elite Pass,M1014 Evo,210,299,47048,62790,26183.689300707843,36606.31069929215,Yes
FF100459,2025-04-04,Brazil,Skins,Shadow Bundle,42,999,96274,41958,17219.639197175187,24738.360802824813,No
FF100460,2025-04-05,Philippines,Elite Pass,1000 Diamonds,316,99,45963,31284,16191.759015341177,15092.240984658823,No
FF100461,2025-04-06,Brazil,Characters,500 Diamonds,468,199,63954,93132,56731.27469285832,36400.72530714168,Yes
FF100462,2025-04-07,Indonesia,Weapons,Golden AK,454,49,92309,22246,10189.348791822975,12056.651208177025,No
FF100463,2025-04-08,Brazil,Diamonds,M1014 Evo,268,199,122120,53332,31596.615098307524,21735.384901692476,No
FF100464,2025-04-09,India,Skins,Elite Pass S2,386,999,115430,385614,184303.6102751132,201310.3897248868,Yes
FF100465,2025-04-10,Vietnam,Diamonds,1000 Diamonds,263,49,20717,12887,8580.497505283936,4306.502494716064,No
FF100466,2025-04-11,Thailand,Characters,Golden AK,336,299,31676,100464,67180.97836824041,33283.02163175959,Yes
FF100467,2025-04-12,Brazil,Diamonds,Dragon Skin,387,999,24434,386613,189125.72937264494,197487.27062735506,Yes
FF100468,2025-04-13,Philippines,Skins,Elite Pass S2,365,299,69810,109135,51184.11050163348,57950.88949836652,Yes
FF100469,2025-04-14,India,Characters,Elite Pass S1,259,499,123361,129241,67643.60099614353,61597.399003856466,Yes
